date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-07 11:31:29,DondePlowman,tennalum,0,8,156,"#1 in the nation. In. The. Nation.",,,,1247487153342480390,https://twitter.com/DondePlowman/status/1247487153342480390
2020-04-07 11:24:20,DondePlowman,doc_thoughts,1,0,16,"You are so funny. Really glad you are part of our faculty at Rocky Top.",,,,1247485357270142976,https://twitter.com/DondePlowman/status/1247485357270142976
2020-04-06 22:50:31,DondePlowman,DrHoy480,0,0,7,"Ah, so sorry and yet so happy that your students show such compassion. You clearly have a wonderful relationship with them.",,,,1247295651123208202,https://twitter.com/DondePlowman/status/1247295651123208202
2020-04-06 22:42:26,DondePlowman,AimeeeFowl,0,2,39,"Let’s get through this and y’all come on back. Hear?",,,,1247293616902504457,https://twitter.com/DondePlowman/status/1247293616902504457
2020-04-06 22:23:53,DondePlowman,doc_thoughts,4,0,23,"No disrespect sensed. Thanks for the feedback and all that you and colleagues are doing.",,,,1247288949896286208,https://twitter.com/DondePlowman/status/1247288949896286208
2020-04-06 21:56:00,DondePlowman,doc_thoughts,31,16,359,"Wait. Are you talking about my emails? Ok, will try to shorten them just for you. #AllInThisTigether",,,#AllInThisTigether,1247281930971873282,https://twitter.com/DondePlowman/status/1247281930971873282
2020-04-06 19:15:27,DondePlowman,,1,0,28,"Loved my visit today with the leadership team of the College of Education, Health & Human Sciences. Really good stuff happening in this college. Compassion, creativity, & flexibility everywhere. Best time to be a Vol!",,,,1247241527513972737,https://twitter.com/DondePlowman/status/1247241527513972737
2020-04-06 10:50:08,DondePlowman,,1,2,24,"Compass captured really well what our “war room” is like, how we organized to make decisions for our campus necessitated by the corona virus, & how we are continuing to function.",,,,1247114361765756930,https://twitter.com/DondePlowman/status/1247114361765756930
2020-04-05 16:46:20,DondePlowman,,1,0,130,"Simple things I am doing each day to help with the cabin fever: set daily goals, ride my stationary bike for 30 minutes & work up a sweat, play the piano, take a walk outside, sit outside among the beautiful spring foliage, call a friend or family member. #WeCanDoThis",,,#WeCanDoThis,1246841612023615489,https://twitter.com/DondePlowman/status/1246841612023615489
2020-04-03 17:56:29,DondePlowman,cee_utk,2,0,96,"Big congratulations Wayne Davis. Well deserved. Thanks for all you have done to make this place great.",,,,1246134492793888771,https://twitter.com/DondePlowman/status/1246134492793888771
2020-04-03 13:49:45,DondePlowman,UTKnoxville,0,2,40,"This is so cool. Thank you @josh_dobbs1 for dropping into this zoom class to cheer on Vols, Now they can say they know you - a famous aerospace engineering graduate from Tennessee and wonderul human being!",,@josh_dobbs1,,1246072399956553729,https://twitter.com/DondePlowman/status/1246072399956553729
2020-04-03 11:22:34,DondePlowman,,1,6,79,"We can do this, Vols. Let’s be strict about social distancing, easy on ourselves, and relentless with compassion.",,,,1246035359043129346,https://twitter.com/DondePlowman/status/1246035359043129346
2020-04-02 00:51:39,DondePlowman,PAAC4UTM,0,0,9,"Seems like I missed something here.",,,,1245514194172227586,https://twitter.com/DondePlowman/status/1245514194172227586
2020-04-01 16:24:00,DondePlowman,UTKnoxville,0,3,34,"Taking online to summer session was a necessity. Hoping our students can find a course they are interested in.",,,,1245386439745036289,https://twitter.com/DondePlowman/status/1245386439745036289
2020-04-01 15:40:58,DondePlowman,UTKnoxville,0,7,25,"Vols, please respond. The census is super important to our community, state, nation.",,,,1245375610765131782,https://twitter.com/DondePlowman/status/1245375610765131782
2020-04-01 01:18:21,DondePlowman,UTKnoxville,0,4,39,"Thank you to @laur_akins &amp; @ThomasRhett for sharing encouraging words with our incredible nursing students!",,@laur_akins @ThomasRhett,,1245158525552275456,https://twitter.com/DondePlowman/status/1245158525552275456
2020-03-31 17:02:38,DondePlowman,,0,7,33,"Hey Vols! As we navigate doing as much as we can virtually, technical issues can happen! Due to some connection issues, today’s Office Hours will be cancelled. Thanks for understanding and I look forward to talking with you soon!",,,,1245033774204760067,https://twitter.com/DondePlowman/status/1245033774204760067
2020-03-31 16:14:39,DondePlowman,,3,29,156,"Vol is a Verb - we stand up to hate whether it’s on campus or online. Read my statement.",,,,1245021700791644160,https://twitter.com/DondePlowman/status/1245021700791644160
2020-03-31 01:59:47,DondePlowman,utknursing,0,1,70,"This is so cool. Thank you Lauren Akins and Thomas Rhett for cheering on our Vols. @laur_akins @ThomasRhett",,@laur_akins @ThomasRhett,,1244806567121301504,https://twitter.com/DondePlowman/status/1244806567121301504
2020-03-30 23:31:05,DondePlowman,,0,0,26,"Before the Corona Virus I scheduled meetings with the leadership teams of each college during spring http://semester.Today I held my 1st college visit via zoom. Started with my home college, Haslam. Enjoyed the conversation with energetic leaders.Thanks for all you are doing.",,,,1244769143204839425,https://twitter.com/DondePlowman/status/1244769143204839425
2020-03-28 15:00:32,DondePlowman,KC4UTM,1,0,53,"I have always believed in mulligans (generous with them) so I’m with you on that idea.",,,,1243915886194556928,https://twitter.com/DondePlowman/status/1243915886194556928
2020-03-28 14:08:07,DondePlowman,ambers_williams,0,1,16,"This team is ON IT!",,,,1243902695574036480,https://twitter.com/DondePlowman/status/1243902695574036480
2020-03-28 13:17:02,DondePlowman,phillipfulmer,0,5,46,"Thank you Phillip & Vicki. Great message.",,,,1243889838740459520,https://twitter.com/DondePlowman/status/1243889838740459520
2020-03-27 21:23:51,DondePlowman,CoopinTN,1,0,0,"I will pass this to the appropriate folks. Thanks very much",,,,1243649963315388418,https://twitter.com/DondePlowman/status/1243649963315388418
2020-03-27 20:34:37,DondePlowman,,15,28,655,"Great news that Randy Boyd is officially President Randy Boyd, a much shorter title. Look forward to partnering with him to build a great future for UTK. Thankful for his leadership.",,,,1243637573941112832,https://twitter.com/DondePlowman/status/1243637573941112832
2020-03-27 19:28:52,DondePlowman,Vol_VBall,0,1,34,"Thank you all so much. Appreciate your leadership. #allinthistogether",,,#allinthistogether,1243621023934791681,https://twitter.com/DondePlowman/status/1243621023934791681
2020-03-27 14:57:54,DondePlowman,HaslamUT,0,1,43,"This is wonderful. Can’t hear that song without smiling. Way to go Jenna!",,,,1243552835284983808,https://twitter.com/DondePlowman/status/1243552835284983808
2020-03-27 14:42:41,DondePlowman,VOLNursingDEAN,0,0,17,"Another awesome alum stepping up to encourage our students. Thank you Lauren Akins for your beautiful message to encourage our nursing students. Love how you talk about nursing as a “calling.”",,,,1243549003758866439,https://twitter.com/DondePlowman/status/1243549003758866439
2020-03-27 11:11:20,DondePlowman,,0,10,176,"And CNN liked this story also. It’s a good story. Thanks to Professor Haas for letting a former student drop in to his class.",,,,1243495817685712896,https://twitter.com/DondePlowman/status/1243495817685712896
2020-03-27 10:58:09,DondePlowman,CalebCurrier,0,1,21,"Caleb, thanks for sharing this. Our faculty are amazing. It is good for us to be reminded of the emotional toll this is taking on all of us but also of the love of so many for each other, for their life’s work, & for the university. #AllInThisTogether",,,#AllInThisTogether,1243492500708474881,https://twitter.com/DondePlowman/status/1243492500708474881
2020-03-27 00:28:46,DondePlowman,_ChrisDonaldson,0,0,13,"Chris, fantastic! So glad you ar joining this effort. We are all in this together!",,,,1243334108790624263,https://twitter.com/DondePlowman/status/1243334108790624263
2020-03-26 22:56:06,DondePlowman,,2,9,128,"Creative teamwork helped made this happen. What a great alum Peyton is to help inspire our students.",,,,1243310791379628037,https://twitter.com/DondePlowman/status/1243310791379628037
2020-03-26 22:40:24,DondePlowman,espn,0,9,172,"What a great day for our students who are giving it their best. What a great ambassador of this university. We are all in this together. Go Vols.",,,,1243306839741251584,https://twitter.com/DondePlowman/status/1243306839741251584
2020-03-26 20:51:59,DondePlowman,HayImBrooke,1,21,393,"How cool is this? Our alums are awesome.",,,,1243279553344274434,https://twitter.com/DondePlowman/status/1243279553344274434
2020-03-26 17:49:08,DondePlowman,GlennJacobsTN,1,1,13,"Thanks to Devon and everyone who is bravely helping save our community.",,,,1243233537291169793,https://twitter.com/DondePlowman/status/1243233537291169793
2020-03-26 17:46:18,DondePlowman,Dawn_Seigel,0,0,8,"Thanks for sharing that. I just took a walk in my neighborhood and saw so many beautiful tulips a as well. Food for the isolated soul. #allinthistogethet",,,#allinthistogethet,1243232825861713920,https://twitter.com/DondePlowman/status/1243232825861713920
2020-03-26 16:12:33,DondePlowman,utk_asc,0,3,16,"Students, if you haven’t responded to this one- question survey please do so in order that we know how you are doing and who needs help",,,,1243209233853808642,https://twitter.com/DondePlowman/status/1243209233853808642
2020-03-26 11:05:57,DondePlowman,katiewilkins_1,0,0,9,"Agree with you, Katie. Proud to call Leirion a friend. Love this Wall Street Journal piece about Lincoln’s mayor. @Leirion4Lincoln",,@Leirion4Lincoln,,1243132075412197379,https://twitter.com/DondePlowman/status/1243132075412197379
2020-03-26 10:59:33,DondePlowman,JonGordon11,0,0,6,"Jon Gordon always inspires.",,,,1243130465671942145,https://twitter.com/DondePlowman/status/1243130465671942145
2020-03-26 09:48:11,DondePlowman,katiewilkins_1,0,1,5,"Two great land grants, Katie!",,,,1243112504022237186,https://twitter.com/DondePlowman/status/1243112504022237186
2020-03-26 09:38:23,DondePlowman,m_fowler17,1,0,33,"Mattie, happy birthday. Flattered to be on your wall.",,,,1243110036790009856,https://twitter.com/DondePlowman/status/1243110036790009856
2020-03-25 22:40:38,DondePlowman,,1,25,102,"THIS is the Volunteer Spirit. Architecture and engineering students came together to find a way to help in this incredibly tough time. Truly remarkable and so proud of their willingness to act!",,,,1242944510189080578,https://twitter.com/DondePlowman/status/1242944510189080578
2020-03-25 21:34:51,DondePlowman,jaryan94,1,0,8,"How does Henry like The Math Place?",,,,1242927953354330112,https://twitter.com/DondePlowman/status/1242927953354330112
2020-03-25 09:17:29,DondePlowman,WBIRrussell,0,0,11,"Will do! Thanks. We’re all in this together.",,,,1242742389007175682,https://twitter.com/DondePlowman/status/1242742389007175682
2020-03-25 07:56:05,DondePlowman,BobbiDavisbob,0,1,50,"Yes, we have offered that as well.",,,,1242721903334379522,https://twitter.com/DondePlowman/status/1242721903334379522
2020-03-24 21:50:52,DondePlowman,UT_President,0,0,6,"@UT_President This was a lot of fun and we kept our distance. Thanks for all who were live with us.",,@UT_President,,1242569596789493760,https://twitter.com/DondePlowman/status/1242569596789493760
2020-03-24 20:49:43,DondePlowman,UTKnoxville,4,18,154,"Stop what you are doing and watch this. So proud of this effort. ‘Vol is a Verb’ in action!",,,,1242554210220224512,https://twitter.com/DondePlowman/status/1242554210220224512
2020-03-24 17:37:33,DondePlowman,McVol4Life,1,0,4,"Tim, we want everyone to be successful. Please see an initial Stident Success Guide we produced yesterday. Our division of Student Success has many virtual plans. https://studentsuccess.utk.edu/online-academic-success-guide/",,,,1242505849026809857,https://twitter.com/DondePlowman/status/1242505849026809857
2020-03-24 17:26:41,DondePlowman,RhondaRevelle,0,0,4,"What a great thing to do!",,,,1242503114592342018,https://twitter.com/DondePlowman/status/1242503114592342018
2020-03-24 15:33:03,DondePlowman,UT_President,1,4,30,"We are all in this together. Looking forward to this @UT_President",,@UT_President,,1242474514988052482,https://twitter.com/DondePlowman/status/1242474514988052482
2020-03-24 14:09:26,DondePlowman,,0,0,32,"First University Leadership Council meeting this morning. We’re doing this! #AllInItTogether",,,#AllInItTogether,1242453473574207488,https://twitter.com/DondePlowman/status/1242453473574207488
2020-03-24 12:14:21,DondePlowman,,1,17,71,"I will be hosting Office Hours today with @UT_President Randy Boyd virtually through Facebook Live on the @UTKnoxville page at 4pm! Please join us! I look forward to hearing from our students, faculty, and staff.",,@UT_President @UTKnoxville,,1242424510382514176,https://twitter.com/DondePlowman/status/1242424510382514176
2020-03-24 11:08:52,DondePlowman,mikesingerunl,0,0,8,"Mike, thanks for the kind words. We are all in this together - our entire planet.",,,,1242408032631480320,https://twitter.com/DondePlowman/status/1242408032631480320
2020-03-24 10:32:55,DondePlowman,,0,3,28,"We had a great first day of online classes yesterday. Thanks to everyone!",,,,1242398985211559938,https://twitter.com/DondePlowman/status/1242398985211559938
2020-03-23 22:41:28,DondePlowman,mikekrauseTN,0,5,32,"Glad to be part of this effort!",,,,1242219944269484033,https://twitter.com/DondePlowman/status/1242219944269484033
2020-03-23 21:29:27,DondePlowman,UTKnoxville,1,6,39,"These two are a real gift to our campus- Vice Provost Williams, Dean of Students, Shea Kidd Houze.",,,,1242201819985649664,https://twitter.com/DondePlowman/status/1242201819985649664
2020-03-23 17:11:53,DondePlowman,mdwilson_law,1,0,31,"Deans who teach. Good work Dean Wilson!",,,,1242137000267804672,https://twitter.com/DondePlowman/status/1242137000267804672
2020-03-23 10:57:01,DondePlowman,HuskerExtraSip,4,0,14,"Thanks Steve. Everyone should watch this.",,,,1242042661642604545,https://twitter.com/DondePlowman/status/1242042661642604545
2020-03-23 00:34:15,DondePlowman,AndyT678,1,12,47,"Mini term classes will be on-line. Currently CDC guidelines say no groups of more than ten for 8 weeks. Mini term starts before that 8 weeks is over.",,,,1241885937052852224,https://twitter.com/DondePlowman/status/1241885937052852224
2020-03-22 21:51:21,DondePlowman,,0,0,28,"Alyssa, yum! Your bread looks fantastic. Can’t wait to hear how delicious it was. Here is my apple pie baked yesterday. https://twitter.com/anjanssen93/status/1241843882104668160",,,,1241844941606846467,https://twitter.com/DondePlowman/status/1241844941606846467
2020-03-22 21:39:37,DondePlowman,TNpolicynurse,0,0,10,"Thanks Carole. Keep the questions coming. We are building it as we go but we have a tremendous team dedicated to get information out as we have it.",,,,1241841992067416064,https://twitter.com/DondePlowman/status/1241841992067416064
2020-03-22 18:40:52,DondePlowman,Ronaldayoung,0,1,19,"I’ll try again. When answering that question I have to admit I was thinking mostly about undergrad. I’ll check where we are for grad programs, Law School, etc.",,,,1241797006860988418,https://twitter.com/DondePlowman/status/1241797006860988418
2020-03-21 21:45:25,DondePlowman,,7,0,85,"The new normal - went to the grocery store wearing gloves. Saw lots of people doing the same. Proud of Kroger not letting people purchase more than 1 of critical items. I thanked the woman who checked us out & asked her if people were being nice. Her amswer: some have been nice.",,,,1241481063500779521,https://twitter.com/DondePlowman/status/1241481063500779521
2020-03-21 21:31:50,DondePlowman,KC4UTM,0,0,10,"Ditto to what Keith said. Grateful to be in this role at this time!",,,,1241477645180833796,https://twitter.com/DondePlowman/status/1241477645180833796
2020-03-21 20:00:48,DondePlowman,ambers_williams,3,0,22,"You guys are the best. Monday’s going to feel like the first day of school, don’t you think?",,,,1241454735263182848,https://twitter.com/DondePlowman/status/1241454735263182848
2020-03-21 13:59:44,DondePlowman,annviera,0,0,4,"Super creative ideas!",,,,1241363868322013185,https://twitter.com/DondePlowman/status/1241363868322013185
2020-03-21 13:59:11,DondePlowman,mwanamak,0,0,4,"Good message.",,,,1241363729700335622,https://twitter.com/DondePlowman/status/1241363729700335622
2020-03-21 13:02:44,DondePlowman,HQCJane,1,1,5,"Jane, this is so helpful. We have never needed the work of you and your colleagues like we do now. I will circulate this widely.",,,,1241349523445776385,https://twitter.com/DondePlowman/status/1241349523445776385
2020-03-21 10:31:20,DondePlowman,SenatorGeist,0,0,2,"Miss Momo’s",,,,1241311425022345216,https://twitter.com/DondePlowman/status/1241311425022345216
2020-03-21 00:02:36,DondePlowman,,1,0,34,"A few of us left the Emergency Operations Center today to walk around campus &see what was up. We found Haslam Dean Steve Mangum and some colleagues in Haslam - all with considerable social distancing between them. Chris Cimino especially enjoyed the elbow bump with Dean Mangum.",,,,1241153198271971329,https://twitter.com/DondePlowman/status/1241153198271971329
2020-03-20 21:04:00,DondePlowman,UTKnoxville,0,2,17,"Join me on my first Facebook Live. See you at 5:30 p.m. EST!",,,,1241108251556507648,https://twitter.com/DondePlowman/status/1241108251556507648
2020-03-20 21:03:22,DondePlowman,UTKnoxville,2,0,20,"Grateful for your student leadership, Natalie!",,,,1241108090319073280,https://twitter.com/DondePlowman/status/1241108090319073280
2020-03-20 16:36:31,DondePlowman,ngeidner,0,0,4,"Yes",,,,1241040938329235457,https://twitter.com/DondePlowman/status/1241040938329235457
2020-03-20 16:36:24,DondePlowman,ngeidner,0,0,5,"I thought the same thing as soon as I saw that picture. It is hard changing our behaviors isn’t it?",,,,1241040908000215040,https://twitter.com/DondePlowman/status/1241040908000215040
2020-03-20 01:00:04,DondePlowman,,6,4,141,"It was a little slow in the Vol Shop today so I needed to do a little shopping and help their profit margin. These folks work so hard every day!",,,,1240805273599643649,https://twitter.com/DondePlowman/status/1240805273599643649
2020-03-20 00:48:18,DondePlowman,,0,2,59,"Went down to the Vol Tech Shop today to get a wireless mouse and these folks were so helpful. They said they have actually had quite a few calls from students getting ready for going OnLine. We are all in this together. Everyone trying to help.",,,,1240802309782884366,https://twitter.com/DondePlowman/status/1240802309782884366
2020-03-19 20:13:41,DondePlowman,UTKnoxville,0,0,12,"And here’s another one. Vols taking care of Vols.",,,,1240733202601267200,https://twitter.com/DondePlowman/status/1240733202601267200
2020-03-19 19:39:04,DondePlowman,UTKnoxville,0,3,42,"Want a feel a feel-good moment? Want to remember why we do what we do? Watch this and tell me you aren’t proud of Rocky Top. #GreatestTimeToBeaVol",,,#GreatestTimeToBeaVol,1240724489454968833,https://twitter.com/DondePlowman/status/1240724489454968833
2020-03-19 19:25:34,DondePlowman,,1,8,167,"I got to visit with students as they returned to campus to pack up their room. The students are the heartbeat of our campus and I will miss them. I’m already looking forward to the day they return to Rocky Top. Study hard, take care of each other, and know you are not alone. – at The University of Tennessee",,,,1240721090785112066,https://twitter.com/DondePlowman/status/1240721090785112066
2020-03-19 19:22:37,DondePlowman,utkfacserv,0,1,27,"These folks are nothing short of amazing. Thank you for all you are doing to keep everyone healthy!",,,,1240720351052652547,https://twitter.com/DondePlowman/status/1240720351052652547
2020-03-19 09:50:14,DondePlowman,HQCJane,0,0,2,"Jane, this is very helpful. What a gift the Center you started is for the world - especially now. Thank you for all your years of work on this topic.",,,,1240576306045222914,https://twitter.com/DondePlowman/status/1240576306045222914
2020-03-19 08:54:57,DondePlowman,,1,4,37,"Yesterday, using zoom we shared with 334 campus leaders ideas for transformational work we can all do at home while we fight this virus - Tips on how to work effectively from home. Let’s come out of this a better place. We can do it.",,,,1240562393526284289,https://twitter.com/DondePlowman/status/1240562393526284289
2020-03-19 00:32:33,DondePlowman,,0,24,113,"Some of you have asked for this graphic. Every decision we make is guided by these theee principles. Let’s do this!",,,,1240435957410811911,https://twitter.com/DondePlowman/status/1240435957410811911
2020-03-19 00:30:27,DondePlowman,hsking10,0,0,23,"Hunter, thank you for these kind words. We are all in this together and will defeat this together!",,,,1240435429708619776,https://twitter.com/DondePlowman/status/1240435429708619776
2020-03-19 00:24:15,DondePlowman,ncschistory,0,0,10,"Emily, welcome to Rocky Top. We will come through this and be stronger! So glad you are here but what a weird time to start.",,,,1240433870027264001,https://twitter.com/DondePlowman/status/1240433870027264001
2020-03-18 21:26:57,DondePlowman,hsking10,0,0,6,"Thank you! This pandemic requires al of us. And we are in it together.",,,,1240389249750499328,https://twitter.com/DondePlowman/status/1240389249750499328
2020-03-18 21:18:59,DondePlowman,MichaelJHigdon,0,0,5,"Thanks Michael. Volunteers together defeating this!",,,,1240387245208633349,https://twitter.com/DondePlowman/status/1240387245208633349
2020-03-18 21:17:49,DondePlowman,,0,0,18,"Dr. Spencer Gregg, Health Center Director, & Vice Chancellor of Student Life Frank Cuevas, getting ready for Facebook Live discussion that begins at 5:30. What a team - using many platforms to communicate with members of our community. We will get through this together.",,,,1240386953389969415,https://twitter.com/DondePlowman/status/1240386953389969415
2020-03-18 17:11:03,DondePlowman,alexcole2018,1,0,4,"Little dots ",,,,1240324851044360196,https://twitter.com/DondePlowman/status/1240324851044360196
2020-03-18 16:54:50,DondePlowman,jessbwildfire,0,0,5,"Thanks Jessica. Let’s do this!",,,,1240320771592982529,https://twitter.com/DondePlowman/status/1240320771592982529
2020-03-18 16:52:46,DondePlowman,DondePlowman,3,0,66,"Actually there were 334 in attendance at one point. Thank you and we will keep the information flowing! We are all in this together.",,,,1240320250299768844,https://twitter.com/DondePlowman/status/1240320250299768844
2020-03-18 16:20:04,DondePlowman,,0,0,68,"This is how we are gathering with 230 staff members. Social distancing while meeting over ZOOM.",,,,1240312022601891840,https://twitter.com/DondePlowman/status/1240312022601891840
2020-03-18 13:29:48,DondePlowman,robinstemberg,1,0,39,"Thanks. I have a tremendous team. Being a Volunteer means something and boy are we seeing that in action now.",,,,1240269173701447680,https://twitter.com/DondePlowman/status/1240269173701447680
2020-03-18 13:26:04,DondePlowman,CaesarSch,0,1,19,"Thanks Caesar. Really appreciate those words.",,,,1240268233049100295,https://twitter.com/DondePlowman/status/1240268233049100295
2020-03-18 13:25:23,DondePlowman,annviera,0,0,6,"Great suggestion. Coming soon from Campus Communications and Marketing.",,,,1240268062009577475,https://twitter.com/DondePlowman/status/1240268062009577475
2020-03-18 13:22:36,DondePlowman,robinstemberg,0,0,2,"Tha is so much. We are getting through it together and will be a strong university than ever after this. I’m confident of that!",,,,1240267360340258825,https://twitter.com/DondePlowman/status/1240267360340258825
2020-03-18 12:01:15,DondePlowman,,3,19,164,"I don’t know who on our team is responsible for this but these posters are placed everywhere in our Emergency Operations center workplaces (we are more than 6 feet apart from each other) reminding us what we are doing and how we are trying to do it - with courage.",,,,1240246889876000768,https://twitter.com/DondePlowman/status/1240246889876000768
2020-03-17 15:02:53,DondePlowman,EmmaKoory,1,0,47,"Emma, hang in there. We are trying to reduce as many uncertainties as quickly as we can. I know it is frustrating.",,,,1239930211791183879,https://twitter.com/DondePlowman/status/1239930211791183879
2020-03-17 11:03:27,DondePlowman,EmmaKoory,2,0,23,"Emma, you are not fired or homeless. Go talk to Shea please.",,,,1239869955375599617,https://twitter.com/DondePlowman/status/1239869955375599617
2020-03-17 11:02:07,DondePlowman,mdwilson_law,0,0,28,"Our deans and department heads are now the ones helping faculty make this happen. Thanks for all you are doing.",,,,1239869617478275076,https://twitter.com/DondePlowman/status/1239869617478275076
2020-03-17 10:13:00,DondePlowman,DrHoy480,1,0,28,"Thanks Mariea. We need some smiles and Pat Summitt is always right!",,,,1239857259460603904,https://twitter.com/DondePlowman/status/1239857259460603904
2020-03-17 00:54:55,DondePlowman,morganrbolton,2,4,36,"The CDC says as of today no large events for at least 8 weeks. So, no we can’t hold commencement when we had planned on May 9. We have to find another way to celebrate the accomplishments of May grads.",,,,1239716814143336448,https://twitter.com/DondePlowman/status/1239716814143336448
2020-03-17 00:42:28,DondePlowman,morganrbolton,17,7,70,"We are working on several alternatives for creating a celebration of our 2020 spring graduates. Would love any ideas.",,,,1239713678498332678,https://twitter.com/DondePlowman/status/1239713678498332678
2020-03-16 23:45:06,DondePlowman,,18,54,566,"We made some tough decisions today. Information about how reimbursements will be handled will be coming soon. We are working on those details & procedures & will communicate decisions as they are made. We are all in this together. Let’s take care of one another, Vols.",,,,1239699244212248579,https://twitter.com/DondePlowman/status/1239699244212248579
2020-03-16 15:39:26,DondePlowman,,3,4,96,"Our new Emergency Operations Center is in place at the Student Union. Social distancing while working hard to find solutions for our Volunteer community. – at Student Union",,,,1239577018976497665,https://twitter.com/DondePlowman/status/1239577018976497665
2020-03-15 11:55:24,DondePlowman,mdwilson_law,0,0,16,"Need you, Dean Wilson, and our other great deans. Thanks for your leadership!",,,,1239158254107791361,https://twitter.com/DondePlowman/status/1239158254107791361
2020-03-15 11:24:09,DondePlowman,,1,32,152,"VOLS, read this. Let’s make this OUR finest hour. I’m so proud of everyone who is stepping up: faculty in unchartered waters, students whose plans for spring have been upended, student athletes & coaches with dreams unrealized, staff who are leading.",,,,1239150386986061824,https://twitter.com/DondePlowman/status/1239150386986061824
2020-03-14 17:15:25,DondePlowman,utklibrarian,1,0,19,"You got that right Dean Smith!",,,,1238876397478858754,https://twitter.com/DondePlowman/status/1238876397478858754
2020-03-14 12:53:13,DondePlowman,JLStevenson83,0,0,7,"Couldn’t agree more.",,,,1238810414928080897,https://twitter.com/DondePlowman/status/1238810414928080897
2020-03-14 09:56:40,DondePlowman,HeyDrShea,2,5,68,"Our Dean of Students is always so wise and her words feel good this morning. Look for the good. Help each other. We will come through this.",,,,1238765986431582208,https://twitter.com/DondePlowman/status/1238765986431582208
2020-03-13 22:15:00,DondePlowman,UTKnoxville,3,3,35,"Today’s video update. We are doing this together.",,,,1238589403565633540,https://twitter.com/DondePlowman/status/1238589403565633540
2020-03-13 16:30:18,DondePlowman,ambantz,1,1,31,"Thanks Adam. The team is working hard.",,,,1238502656785682432,https://twitter.com/DondePlowman/status/1238502656785682432
2020-03-13 15:38:26,DondePlowman,,0,6,59,"Thanks @UT_President Randy Boyd for stopping by the Emergency Operations Center to see the work in progress and to thank our team for their efforts.#leadershipmatters",,@UT_President,#leadershipmatters,1238489603016982529,https://twitter.com/DondePlowman/status/1238489603016982529
2020-03-13 10:26:20,DondePlowman,ngeidner,1,0,58,"Nick, thank you for exhibiting the Volunteer spirit which is how we will all get through this. I hope people will read theentire thread. This is how we move forward by helping one another. Let’s be especially mindful of the most vulnerable. It is stilll a great time to be a Vol.",,,,1238411062074134528,https://twitter.com/DondePlowman/status/1238411062074134528
2020-03-13 00:50:50,DondePlowman,DrHoy480,0,1,3,"Thanks for sharing!",,,,1238266234761863168,https://twitter.com/DondePlowman/status/1238266234761863168
2020-03-12 19:24:54,DondePlowman,UTKnoxville,1,14,64,"Students, please watch this and please check your emails frequently for updates.",,,,1238184208432070659,https://twitter.com/DondePlowman/status/1238184208432070659
2020-03-12 19:14:56,DondePlowman,,2,20,164,"Our Emergency Operations Center has been active for several weeks, working long hours to help us make the best possible decisions regarding the coronavirus. They are effectively processing changing information & working together to help our community stay healthy. Proud of them.",,,,1238181701039382529,https://twitter.com/DondePlowman/status/1238181701039382529
2020-03-12 18:32:55,DondePlowman,,0,2,30,"Glad to hold unplanned Chancellor’s Office Hours to discuss the planned Coronavirus. Information is changing by the hour and our community is coming together to keep each other stay healthy & be Volunteers as we adapt to this changing situation.",,,,1238171127605874690,https://twitter.com/DondePlowman/status/1238171127605874690
2020-03-12 15:28:14,DondePlowman,annviera,1,0,1,"Thank you @annviera",,@annviera,,1238124650573582340,https://twitter.com/DondePlowman/status/1238124650573582340
2020-03-12 13:48:38,DondePlowman,,2,27,110,"I am holding Office Hours TODAY from 12-2pm in the Student Union, Room 262A. Let’s talk about how we will face the challenges of the Coronavirus with courage and the willingness to act, stay safe, and care for our Volunteer community. See you there.",,,,1238099583302950912,https://twitter.com/DondePlowman/status/1238099583302950912
2020-03-12 12:02:10,DondePlowman,,5,37,119,"I encourage everyone to read this. Let’s all do our part to minimize the potential impact of Coronavirus.",,,,1238072789866811393,https://twitter.com/DondePlowman/status/1238072789866811393
2020-03-10 14:59:40,DondePlowman,,0,3,31,"Our fantastic Student Alumni Associates represented our students at the Chancellor’s Associates breakfast this morning. From the Jones Center for Leadership to the Haslam Scholars program, it was a great opportunity to share what they are passionate about at UTK! – at The University of Tennessee",,,,1237392683615715328,https://twitter.com/DondePlowman/status/1237392683615715328
2020-03-10 10:47:46,DondePlowman,,2,3,78,"Grateful for these women leaders and many others who are making so many great things happen on our campus. Happy Day After International Women’s Day.",,,,1237329291769262081,https://twitter.com/DondePlowman/status/1237329291769262081
2020-03-10 00:43:10,DondePlowman,,1,5,63,"Thank you @UT_President for sharing your story and your vision with us today. It was great having you with us today on Rocky Top and we are excited for the future. Go Vols!",,@UT_President,,1237177140237471744,https://twitter.com/DondePlowman/status/1237177140237471744
2020-03-09 15:47:39,DondePlowman,,0,0,33,"Looking forward to our Town Hall with @UT_President, Randy Boyd, at 3 pm today in the ballroom on second floor of the Student Union. Hope to see you there.",,@UT_President,,1237042371092676608,https://twitter.com/DondePlowman/status/1237042371092676608
2020-03-08 17:36:54,DondePlowman,CliftonStrength,2,0,39,"Strategic, achiever, positivity, futuristic, maximizer.",,,,1236707477028208643,https://twitter.com/DondePlowman/status/1236707477028208643
